day,month,Cardnum_minmax,Merchnum_log,Merch description_log,Merch state_log,amount_log,Fraud
5,3,0.1418667852822182,7.336285725167875,9.147294080909308,5.398163154006339,8.61156112744829,1
5,3,0.1418667852822182,9.11975900469305,6.428105434235472,5.176150297545421,8.527788878338809,1
5,3,0.1418667852822182,8.94884574226675,6.228511200829822,5.3518586074096035,8.209852508497356,1
5,3,0.1418667852822182,5.6801729503139375,7.843064055938521,5.2522739516067025,8.361318048890839,1
5,3,0.1418667852822182,9.322597063259998,9.100190639639647,5.30330540557139,8.422977034950083,1
5,3,0.1418667852822182,9.10219822449854,7.863651303895402,5.3327192763570395,8.429967267776757,1
5,3,0.1418667852822182,8.352318571810908,9.474625874299111,5.159055873927008,8.516965185424846,1
5,3,0.1418667852822182,9.397234798910585,9.068776819175133,5.170484563219809,8.477720307270523,1
5,3,0.1418667852822182,7.937017525242498,3.9889858984144118,5.262690707039466,8.549714610480226,1
5,3,0.1418667852822182,9.273502956321732,9.470394285020589,5.3278766542263565,8.608347492963565,1
5,3,0.1418667852822182,8.846928514481299,8.902047359231275,5.313206471652504,8.23146922728512,1
5,3,0.1418667852822182,8.907341608951636,9.292657423675195,5.176150297545421,8.417269005437863,1
5,3,0.1418667852822182,9.428511589703712,8.896451221042607,5.407172219890511,8.3193201588432,1
5,3,0.1418667852822182,8.871926265144841,8.267192211612679,5.159055873927008,8.60049337544037,1
5,3,0.1418667852822182,9.032767534147583,9.391661436778229,5.370638493243834,8.448978609840248,1
5,3,0.1418667852822182,8.180600975597809,8.155936366675034,5.38449552150458,8.543217619185953,1
5,3,0.1418667852822182,7.907283646231647,9.100078988884345,5.30330540557139,8.569035853873512,1
6,3,0.1418667852822182,9.22572148386185,9.126197614741596,5.214936301087099,8.48868262018855,1
6,3,0.1418667852822182,8.27893602767269,8.907206208506441,5.159055873927008,8.695377886518454,1
6,3,0.1418667852822182,9.119977942841501,7.933796910657705,5.214936301087099,8.684126978074659,1
6,3,0.1418667852822182,6.701960488852656,9.16178019185839,5.38449552150458,8.307518550714526,1
6,3,0.1418667852822182,8.61758138353723,8.95376930747436,5.393628000897713,8.708059818219294,1
6,3,0.1418667852822182,9.192380056780415,5.826000402365658,5.3327192763570395,8.534870051064617,1
6,3,0.1418667852822182,9.201198724150736,9.152393422617921,5.262690707039466,8.627159103935345,1
6,3,1.0,8.129469794256673,8.187855471496569,5.379897814369847,5.294008597119097,1
6,3,0.1418667852822182,8.625509352846574,9.47523988920355,5.170484563219809,8.315170050701049,1
6,3,0.1418667852822182,8.16876985201191,8.155936366675034,5.38449552150458,8.617778542099531,1
6,3,0.1418667852822182,8.92784483947606,8.277920283578649,5.159055873927008,8.376903032559312,1
6,3,0.1418667852822182,8.702676428161826,8.582044182479995,5.398163154006339,8.525403415101305,1
6,3,0.1418667852822182,8.180600975597809,8.155936366675034,5.38449552150458,8.383938354832281,1
6,3,0.1418667852822182,9.467846709647668,9.01091335948632,5.159055873927008,8.465849390490096,1
6,3,0.1418667852822182,9.355738583312318,6.428105434235472,5.176150297545421,8.376495634490254,1
0,3,0.10728428144375357,8.670257584304563,9.309733124908089,5.3518586074096035,5.581690544031112,1
0,3,1.0,8.129469794256673,8.187855471496569,5.379897814369847,4.3596544839781615,1
2,3,1.0,8.129469794256673,8.187855471496569,5.379897814369847,6.0869113084937085,1
6,3,0.10728428144375357,8.670257584304563,9.309733124908089,5.3518586074096035,6.4222888748429625,1
6,3,1.0,8.129469794256673,8.187855471496569,5.379897814369847,5.665804002934769,1
0,3,1.0,8.129469794256673,8.187855471496569,5.379897814369847,6.601977258029046,1
4,4,0.12950707625168434,8.397508371013089,8.680671677392407,5.3278766542263565,6.892641742694926,1
1,4,0.16847935166424577,9.472781564253884,9.081142444883653,5.347108006907831,5.969449228615195,1
1,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,7.7833448840312425,1
1,4,0.1677524695005559,9.472781564253884,9.081142444883653,5.347108006907831,5.921525067014155,1
1,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,7.796284234196653,1
1,4,0.1677524695005559,9.472781564253884,9.081142444883653,5.347108006907831,5.933332394632526,1
1,4,0.16626887045731564,9.472781564253884,9.081142444883653,5.347108006907831,3.7570076185161194,1
1,4,0.1677524695005559,9.472781564253884,9.081142444883653,5.347108006907831,5.919082277380613,1
1,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,7.783319886740323,1
1,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,5.351242304081637,1
1,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,5.356822567507378,1
1,4,0.16847935166424577,9.472781564253884,9.081142444883653,5.347108006907831,5.967837872453857,1
1,4,0.16847935166424577,9.472781564253884,9.081142444883653,5.347108006907831,5.956200256981067,1
1,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,7.301896580784738,1
1,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,5.3502934028143,1
1,4,0.16581321298144758,9.472781564253884,9.081142444883653,5.347108006907831,5.774613965956462,1
2,4,0.16456422329338238,9.472781564253884,9.081142444883653,5.347108006907831,6.553278061130428,1
2,4,0.16456422329338238,9.472781564253884,9.081142444883653,5.347108006907831,6.764462224562463,1
2,4,0.16929573797460762,9.472781564253884,9.081142444883653,5.347108006907831,5.695044744971644,1
2,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,6.340976573495024,1
2,4,0.16877498657413526,9.472781564253884,9.081142444883653,5.347108006907831,6.552122791496818,1
2,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,5.212433172231081,1
2,4,0.22661093903388974,9.472781564253884,9.081142444883653,5.347108006907831,5.853466335944106,1
2,4,0.16824745455596712,9.472781564253884,9.081142444883653,5.347108006907831,6.396346318441662,1
2,4,0.16754905098423478,9.472781564253884,9.081142444883653,5.347108006907831,5.518256188197327,1
2,4,0.16591763448650454,9.472781564253884,9.081142444883653,5.347108006907831,4.292103294759839,1
2,4,0.16456422329338238,9.472781564253884,9.081142444883653,5.347108006907831,6.81847598676126,1
2,4,0.16581321298144758,9.472781564253884,9.081142444883653,5.347108006907831,4.935193817836399,1
2,4,0.22661093903388974,9.472781564253884,9.081142444883653,5.347108006907831,6.303516192173461,1
2,4,0.16456422329338238,9.472781564253884,9.081142444883653,5.347108006907831,5.555708129790538,1
6,4,0.10728428144375357,8.670257584304563,9.309733124908089,5.3518586074096035,6.454427983500856,1
6,4,0.10728428144375357,8.670257584304563,9.309733124908089,5.3518586074096035,6.665327093690041,1
4,4,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,6.863406342942656,1
4,4,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,6.138892896905503,1
5,4,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,6.466984340556969,1
6,4,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,6.6451431137898,1
0,4,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,7.121858166370734,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.682960157328107,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.4498700839994045,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.0482387870531,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.2296431793129,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.690988519675118,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,4.824145863771661,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.140819815324251,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.242454587752298,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.32903474500533,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,4.260425224545483,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,5.725087567456836,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.923670543170353,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.892235568888182,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.403988185077993,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.5934144657093166,1
2,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,5.9424058593893285,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.407193633246533,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.239875911771188,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,5.324277955404432,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.465782016396828,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.64441466804351,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.520974673301457,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.54309150918089,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.789753011807669,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.697153646334979,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.374309231658327,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,8.063340069765237,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.09244910305703,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.124993508153478,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,6.551394714192529,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.573860139800765,1
3,4,0.09440653325964377,7.2541779171778735,8.94793611970919,5.398163154006339,7.6323721048624975,1
5,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.801894749449317,1
5,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,4.716265128347864,1
6,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,5.977670089558335,1
6,5,0.12950707625168434,8.397508371013089,8.680671677392407,5.3278766542263565,6.892641742694926,1
0,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,5.254104734474136,1
1,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,4.951876305902658,1
1,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,3.538059471351872,1
1,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.638122794883291,1
2,5,0.10728428144375357,8.670257584304563,9.309733124908089,5.3518586074096035,1.2584893982973844,1
2,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,3.549045384137645,1
2,5,0.10728428144375357,8.670257584304563,9.309733124908089,5.3518586074096035,6.800203586671411,1
3,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,7.546293199728788,1
5,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.374206938606034,1
6,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,3.556493119945397,1
0,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,6.2322910297690175,1
0,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.61816485344904,1
0,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.122514958391905,1
1,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,4.735321748415877,1
2,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,6.658190875656757,1
2,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.993299839054962,1
3,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.741027622853561,1
3,5,0.1075934775881251,9.407714739605263,9.186150143419816,5.3518586074096035,6.209917313874449,1
4,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.969668575982265,1
4,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.69034538380104,1
4,5,0.059503984290131484,8.25166394968801,8.223627202629515,5.2522739516067025,6.9676267702080885,1
4,5,0.059503984290131484,8.25166394968801,8.223627202629515,5.2522739516067025,6.957345218484094,1
4,5,0.10728428144375357,8.670257584304563,9.309733124908089,5.3518586074096035,6.490784382423617,1
4,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.727420610528509,1
4,5,0.059503984290131484,8.25166394968801,8.223627202629515,5.2522739516067025,6.989381440023729,1
4,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.808733409091793,1
4,5,0.059503984290131484,8.25166394968801,8.223627202629515,5.2522739516067025,7.819628307156844,1
4,5,0.059503984290131484,8.25166394968801,8.223627202629515,5.2522739516067025,7.657141053254951,1
4,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.992813174168026,1
4,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.979675953600899,1
4,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.877643686117619,1
4,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,2.6369193314393855,1
4,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,5.703316032555663,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.867672427705639,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.6350140374940345,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,5.344246775991241,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.475756393128783,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.441217795705965,1
5,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.354074518874179,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.867932782545485,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.266764210475502,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.906908161700345,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.662289190879269,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.657528556726657,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.913459081330063,1
5,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.840182933784087,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.2138199268158285,1
5,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.370996444235057,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.996269784041863,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.928498738067062,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.264905180110844,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.194564545649741,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,8.782856638360462,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.914303889947184,1
5,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.306859240501537,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.147409850113227,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.284656358563944,1
6,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,5.7109901038450355,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.333558883854683,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.345601447938447,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,8.066938886085298,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.509247645739691,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.940551650170784,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,7.868147141528163,1
6,5,0.21842130958066264,8.25166394968801,8.223627202629515,5.2522739516067025,6.437751809736389,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,6.786209033826807,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,2.0794540416017115,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,5.915663103378827,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,3.7762055732337316,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,7.655163393627767,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,1.8825290530808376,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,6.57925135089898,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,5.58743628124742,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,6.659294047888757,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,4.761832850994263,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,6.396929821882799,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,6.8416155833151935,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,3.7709224675336293,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,6.095509422690822,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,4.7059209932469575,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,5.51052170222365,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,7.4080759787365995,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,5.378560515670305,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,4.317489446868755,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,4.536999476433376,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,5.7981227903549515,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,3.2300175249670353,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,4.7834845580642105,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,4.56434923313396,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,4.233092947643643,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,4.742320895974527,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,6.659294047888757,1
0,5,0.11894423077956162,8.96277605892931,8.487352370011028,5.159055873927008,4.867535219686056,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,6.9027428376611,1
0,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,2.9932341558546383,1
1,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,7.07793686023309,1
2,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,7.391809793078495,1
3,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,4.818748940121475,1
3,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,7.8561646794734195,1
4,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,6.74792696183249,1
4,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,5.887991415885743,1
4,5,0.11894423077956162,9.45618431663161,8.578476438644271,5.398163154006339,7.49554199943981,1
6,5,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,6.636537063717154,1
6,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,5.018339540031744,1
6,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,5.429258344443504,1
6,5,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,7.522584151736126,1
0,5,0.056902939532847086,9.065314611486619,8.628197767357841,5.398163154006339,7.085332348474985,1
1,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,5.159515538115942,1
2,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,7.6443259153258,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.569442803321778,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.552148097231756,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.43748318367766,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.466719483254452,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.466267658386206,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.5280522115063,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.547011108916769,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.436670357519561,1
3,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.4079122545668294,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.407299567100943,1
4,5,0.1075934775881251,9.347577398998903,9.301459974472753,5.3518586074096035,6.58911916873354,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.435479375891529,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.536822553224656,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.5800567394136795,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.585047481017051,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.5283156913092215,1
4,5,0.1075934775881251,9.347490218841813,9.301459974472753,5.3518586074096035,5.0124343415062365,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.47588902871399,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.522443551162709,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.424040034535528,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.59435612900044,1
4,5,0.009305719043368299,7.983440097112954,6.421622430408131,5.407172219890511,7.476376170420285,1
