,0,1,2,3,4,5,6
86,0.99899787,0.98527604,0.14098932,0.9994992,0.9995879,0.99926615,0.99947053
87,0.99871796,0.9838236,0.14404131,0.999379,0.99945533,0.9990286,0.9992825
88,0.9974282,0.9786493,0.152543,0.9988633,0.9988561,0.9980757,0.9984515
89,0.99715936,0.97647136,0.15846665,0.9986324,0.99867654,0.9977208,0.9982722
90,0.9998273,0.9944015,0.11886148,0.9999436,0.999957,0.9998951,0.99992603
91,0.9998751,0.99527955,0.11933629,0.99996316,0.99997294,0.9999282,0.9999487
92,0.9998004,0.99392706,0.11940172,0.99993163,0.9999473,0.9998761,0.99991244
93,0.9998162,0.99420136,0.1190479,0.999939,0.99995303,0.9998867,0.99991965
94,0.9742257,0.9223185,0.23720849,0.98600686,0.9843975,0.97688603,0.9807942
95,0.99982303,0.9943385,0.11887529,0.9999423,0.9999556,0.99989134,0.99992305
96,0.9734004,0.9180011,0.24215299,0.98469496,0.983549,0.9760397,0.9801826
97,0.9997749,0.99350053,0.12012042,0.9999201,0.9999376,0.99985707,0.9998984
98,0.99978644,0.9937024,0.119754024,0.9999245,0.9999426,0.9998684,0.99990827
99,0.99693096,0.9764465,0.15745229,0.99861956,0.9985829,0.99756086,0.9980757
100,0.9972406,0.976723,0.15821046,0.99866337,0.9987153,0.99779475,0.9983271
101,0.9939763,0.9659319,0.17816049,0.9970945,0.99696326,0.99509877,0.9960863
102,0.9968726,0.9763964,0.15721117,0.9986058,0.99856937,0.99763656,0.99807817
103,0.999809,0.99404496,0.11928995,0.9999347,0.99995035,0.99988335,0.999918
104,0.99974275,0.99310863,0.12037772,0.99990785,0.99992585,0.9998313,0.9998801
105,0.9997544,0.9931743,0.120776825,0.99990946,0.99993026,0.999845,0.9998913
106,0.99931103,0.9878735,0.13393922,0.9996725,0.99973863,0.9995133,0.99965805
107,0.9990146,0.98647314,0.13616931,0.9995715,0.99961096,0.99927276,0.9994473
108,0.9998802,0.9953856,0.119542606,0.99996513,0.99997455,0.9999315,0.9999511
109,0.999332,0.9885708,0.13165829,0.99970657,0.999751,0.99951553,0.99965096
110,0.999822,0.994303,0.11894774,0.99994177,0.99995506,0.9998904,0.9999221
111,0.9998412,0.99462223,0.11880419,0.99994886,0.9999617,0.99990547,0.9999334
112,0.9933877,0.96154225,0.18711813,0.9963965,0.99649733,0.99461734,0.99573064
113,0.9998662,0.99510014,0.11898878,0.9999593,0.99997,0.99992245,0.9999451
114,0.98259205,0.9272525,0.23177557,0.98836356,0.9892352,0.9844032,0.9878276
115,0.9997986,0.9938866,0.11948578,0.99992996,0.99994683,0.9998767,0.99991375
116,0.99980897,0.9940514,0.11927093,0.99993455,0.99995047,0.9998838,0.9999186
117,0.9998207,0.9942823,0.118961126,0.9999411,0.99995464,0.9998897,0.99992174
118,0.99936336,0.988452,0.13207169,0.9997047,0.99976397,0.9995526,0.99968815
119,0.9998764,0.99529934,0.119460024,0.9999639,0.99997336,0.9999287,0.9999487
120,0.99885875,0.9853106,0.13924825,0.99948806,0.99953544,0.9991448,0.9993572
121,0.99979854,0.9938899,0.1194701,0.9999304,0.9999467,0.99987555,0.99991244
122,0.99985784,0.99494606,0.11887604,0.9999566,0.99996734,0.9999158,0.99994
123,0.99939036,0.9889105,0.13143851,0.99972594,0.9997764,0.9995704,0.99969333
124,0.99765545,0.97762865,0.15638174,0.9988025,0.998905,0.9981138,0.99861026
125,0.98062557,0.9343485,0.22356431,0.9897952,0.98867804,0.9830335,0.98592246
126,0.99982506,0.9943411,0.11894516,0.99994177,0.99995625,0.999895,0.9999265
127,0.99974436,0.992984,0.12123017,0.9999041,0.999926,0.99983764,0.99988574
128,0.9998685,0.9951358,0.1191061,0.9999606,0.99997073,0.9999233,0.9999453
129,0.9776018,0.92341185,0.23694709,0.9866699,0.9862011,0.9801694,0.98361045
130,0.9975814,0.97765386,0.155399,0.99879366,0.9988828,0.99804676,0.9985736
131,0.99983186,0.9944607,0.118858635,0.99994475,0.9999586,0.99989957,0.99992967
132,0.9998211,0.99428576,0.11896989,0.99994105,0.9999548,0.9998904,0.99992245
133,0.9997686,0.9934432,0.120155424,0.9999174,0.99993587,0.99985385,0.99989706
134,0.9974492,0.9787707,0.15224633,0.9988762,0.99886775,0.998094,0.9984641
135,0.99975103,0.9931333,0.120844044,0.99990827,0.9999289,0.99984187,0.99988866
136,0.9998404,0.99460125,0.118818656,0.99994844,0.9999614,0.99990493,0.999933
137,0.99984205,0.99465775,0.118759885,0.99994946,0.9999621,0.99990606,0.999934
138,0.99984455,0.9946954,0.118783146,0.9999509,0.99996287,0.9999069,0.9999341
139,0.98352015,0.93727547,0.2195921,0.9908152,0.99037695,0.9854576,0.9883117
140,0.99987745,0.99533635,0.11934114,0.9999637,0.9999737,0.99993026,0.9999506
141,0.99974066,0.99299353,0.121123806,0.9999029,0.99992543,0.9998362,0.99988574
142,0.99986136,0.9950047,0.1188793,0.9999572,0.99996847,0.99991953,0.9999432
143,0.997161,0.976058,0.15884453,0.9986056,0.99866253,0.9976744,0.9982661
144,0.98765564,0.9437775,0.21277376,0.99265015,0.9928278,0.98947644,0.99153477
145,0.9998281,0.99439204,0.11890943,0.9999431,0.99995726,0.999897,0.9999279
146,0.9998695,0.99516857,0.11910486,0.99996096,0.99997115,0.9999242,0.9999461
147,0.99983615,0.99452704,0.11885831,0.9999472,0.9999599,0.9999009,0.99992967
148,0.9998314,0.9944423,0.118885085,0.99994445,0.99995834,0.99989915,0.99992925
149,0.96377444,0.90169597,0.25939792,0.97841156,0.97661257,0.9671626,0.97209567
150,0.9998186,0.99424237,0.11901498,0.99993926,0.99995404,0.99989015,0.9999231
151,0.9981624,0.9820285,0.14528161,0.99920696,0.9992194,0.9986418,0.99891275
152,0.99942553,0.98949873,0.12952694,0.9997543,0.99979424,0.9995927,0.9997068
153,0.99988127,0.9954035,0.11964694,0.9999657,0.9999749,0.99993193,0.99995124
154,0.99865854,0.9830654,0.14582299,0.9993268,0.9994191,0.9989778,0.9992513
155,0.9901586,0.9506627,0.202963,0.9942729,0.99445945,0.9916752,0.9934167
156,0.9995484,0.990684,0.12623356,0.99981433,0.99984646,0.9996851,0.9997752
157,0.999876,0.9953135,0.11926116,0.9999631,0.99997324,0.99992937,0.9999501
158,0.99476665,0.9677595,0.17497249,0.99741113,0.99738604,0.99572897,0.9966697
159,0.9728067,0.9147491,0.24648865,0.983638,0.98285985,0.97575015,0.9796807
160,0.9992322,0.98760223,0.13375656,0.99965346,0.99970347,0.9994313,0.9995924
161,0.9822203,0.9349822,0.22253542,0.9901368,0.98954916,0.9842972,0.98727477
162,0.9961444,0.97229975,0.16624145,0.9981097,0.9981283,0.9968226,0.99758214
163,0.9998049,0.9939931,0.119332746,0.9999331,0.99994904,0.9998803,0.9999159
164,0.99978507,0.993664,0.11984067,0.9999237,0.9999419,0.9998672,0.9999072
165,0.99982,0.9942601,0.11900776,0.9999398,0.9999545,0.9998911,0.9999237
166,0.9998289,0.99439603,0.11891967,0.9999434,0.99995744,0.9998974,0.999928
167,0.9997268,0.9927746,0.12162705,0.99989605,0.9999199,0.999826,0.9998784
168,0.9997941,0.9937951,0.119647294,0.9999281,0.9999449,0.9998725,0.9999102
169,0.9997352,0.9929947,0.12093696,0.9999032,0.99992335,0.9998285,0.99987864
170,0.9998715,0.9952144,0.119104594,0.9999613,0.99997175,0.99992627,0.9999479
171,0.9997594,0.99325293,0.12061345,0.9999117,0.9999322,0.99984884,0.99989414
172,0.99976367,0.99331754,0.12048666,0.9999139,0.9999337,0.9998515,0.99989575
173,0.99983615,0.99451804,0.118873365,0.9999469,0.9999598,0.9999013,0.9999301
174,0.99917716,0.98709804,0.13513276,0.9996228,0.99967706,0.9993877,0.9995605
175,0.9998342,0.99448794,0.1188639,0.99994564,0.9999593,0.999901,0.99993044
176,0.99984014,0.99461156,0.11879673,0.9999487,0.9999614,0.9999044,0.9999326
177,0.99947274,0.9897438,0.12861511,0.99977237,0.99981225,0.9996268,0.9997353
178,0.99924994,0.98764867,0.13452093,0.999655,0.9997107,0.99945426,0.9996064
179,0.9998714,0.99519616,0.119152494,0.99996144,0.9999717,0.99992573,0.9999472
180,0.9939292,0.9641943,0.1815707,0.99684936,0.9968681,0.99501306,0.9960991
181,0.97334504,0.91791105,0.24224594,0.9846627,0.9835116,0.9759858,0.98013735
182,0.99856466,0.9840204,0.141185,0.99938494,0.99940306,0.99889725,0.99914587
183,0.99982125,0.99426585,0.119026236,0.99994004,0.9999549,0.99989223,0.9999245
184,0.9995941,0.9911638,0.12527873,0.9998345,0.99986625,0.99972403,0.9998043
185,0.9984709,0.9821574,0.14801879,0.9992389,0.99932927,0.99883026,0.9991319
186,0.99983317,0.99447525,0.118866675,0.99994534,0.99995893,0.9999001,0.9999298
187,0.9998156,0.9942115,0.11901515,0.9999378,0.9999532,0.9998889,0.9999228
188,0.998163,0.9820315,0.14527464,0.99920726,0.9992197,0.99864227,0.9989131
189,0.9979316,0.9806724,0.14869848,0.99907774,0.9990983,0.9984369,0.9987725
190,0.9930172,0.9629544,0.18293764,0.996591,0.9964066,0.9942733,0.9953994
191,0.99987745,0.99532783,0.119412355,0.9999641,0.99997365,0.9999295,0.9999497
192,0.9998051,0.99397314,0.1193914,0.99993277,0.999949,0.9998809,0.9999164
193,0.9996284,0.99163663,0.12404557,0.999853,0.9998812,0.9997498,0.99982244
194,0.99684334,0.9758644,0.15904702,0.998541,0.99854076,0.9975768,0.9980774
195,0.98221993,0.9349958,0.22251166,0.9901401,0.98955035,0.9842954,0.9872744
196,0.9942607,0.96753246,0.17372747,0.9973696,0.99714875,0.99551815,0.9962572
197,0.9997494,0.99310875,0.12089303,0.99990773,0.9999281,0.99984,0.999887
198,0.99980915,0.9940579,0.1192586,0.9999347,0.9999506,0.9998839,0.9999187
199,0.9998767,0.99532443,0.11929127,0.9999634,0.9999734,0.9999298,0.99995035
200,0.9998049,0.993982,0.11936307,0.9999327,0.99994904,0.9998809,0.99991655
201,0.9998295,0.9944267,0.11887372,0.99994457,0.9999577,0.9998963,0.99992657
202,0.999236,0.987638,0.13365829,0.9996556,0.99970526,0.99943435,0.9995946
203,0.99984735,0.9947472,0.1187942,0.9999526,0.99996376,0.9999077,0.9999341
204,0.98221266,0.9288007,0.23144007,0.9886117,0.98904914,0.9844851,0.98737735
205,0.99602336,0.9711983,0.16863853,0.9979741,0.99804044,0.99672824,0.9975227
206,0.99983424,0.99450225,0.11889043,0.999948,0.9999593,0.9998979,0.99992514
207,0.99987304,0.9952544,0.1191396,0.9999619,0.9999723,0.9999274,0.9999488
208,0.9996923,0.9923362,0.122566916,0.9998808,0.9999063,0.9997991,0.9998585
209,0.9996209,0.99143183,0.124779806,0.9998445,0.9998782,0.9997497,0.99982524
210,0.98690194,0.94504434,0.2094511,0.99285245,0.9925747,0.9885801,0.9909178
211,0.9992423,0.9871793,0.13628185,0.9996306,0.99970466,0.99946123,0.99961644
212,0.9956073,0.971103,0.16881219,0.99790704,0.9978663,0.9965519,0.9972367
213,0.9996259,0.99157465,0.12410024,0.99985135,0.9998797,0.9997471,0.9998208
214,0.9998374,0.9945447,0.11883791,0.999947,0.99996036,0.9999032,0.99993193
215,0.99290556,0.96261394,0.1833706,0.9965268,0.9963507,0.9940876,0.995325
216,0.9985569,0.9832529,0.14421768,0.9993291,0.9993828,0.9988763,0.9991648
217,0.9998331,0.9944865,0.11883776,0.9999453,0.99995905,0.99990046,0.9999303
218,0.99983734,0.9945536,0.118832536,0.99994755,0.99996036,0.9999023,0.999931
219,0.99386704,0.9639292,0.18043548,0.99682826,0.9968484,0.99481195,0.9960718
220,0.98034626,0.93175,0.22644652,0.989151,0.9883499,0.9825754,0.9857765
221,0.9997497,0.99308527,0.12098718,0.9999069,0.9999283,0.9998418,0.999889
222,0.9998131,0.9941253,0.11917644,0.9999371,0.9999518,0.99988496,0.9999186
223,0.9987842,0.98406154,0.14366984,0.999402,0.999485,0.9990848,0.999328
224,0.993533,0.9623001,0.18550599,0.9965287,0.9966004,0.9947186,0.995829
225,0.99978924,0.99371696,0.1197714,0.99992555,0.99994326,0.99986994,0.9999088
226,0.99725544,0.9754481,0.16045696,0.99855465,0.9986936,0.997787,0.99838364
227,0.9994869,0.9897084,0.12941545,0.9997705,0.9998184,0.99964803,0.99975216
228,0.9998591,0.99497056,0.11889037,0.99995714,0.99996775,0.99991655,0.9999405
229,0.9991244,0.9872753,0.13417074,0.9996244,0.9996623,0.9993595,0.9995155
230,0.9997507,0.9931142,0.12090708,0.99990743,0.9999289,0.99984276,0.99988985
231,0.9810131,0.9349405,0.22288209,0.98997694,0.98891693,0.9833954,0.986233
232,0.99441874,0.9663362,0.1774122,0.9971937,0.99717814,0.9954147,0.99643296
233,0.99475527,0.96771526,0.17506126,0.9974043,0.99737924,0.99571973,0.9966619
234,0.98168707,0.93502146,0.22199842,0.9900952,0.9893108,0.9836993,0.9868495
235,0.99821305,0.98136103,0.14817111,0.99915844,0.99921423,0.9985921,0.9989518
236,0.9998799,0.9953623,0.11969049,0.99996537,0.9999745,0.9999309,0.99995
237,0.99980366,0.99398255,0.1193221,0.99993324,0.9999485,0.99987805,0.99991363
238,0.99975216,0.9931396,0.12085019,0.9999082,0.9999295,0.9998439,0.9998907
239,0.99866337,0.98393804,0.14270341,0.9993815,0.9994389,0.9989821,0.99924254
240,0.999745,0.9931197,0.12070937,0.9999079,0.99992675,0.9998345,0.9998821
241,0.9998275,0.99440086,0.11887234,0.99994355,0.99995714,0.9998955,0.9999264
242,0.9997726,0.99345565,0.12021977,0.9999187,0.99993676,0.9998561,0.999898
243,0.99009705,0.95525736,0.19567642,0.99506783,0.9946792,0.99170685,0.9932405
244,0.9998064,0.9940545,0.1191015,0.99993646,0.9999495,0.99987775,0.99991083
245,0.9994384,0.9895792,0.12935281,0.99975795,0.9998004,0.9996063,0.99971896
246,0.99978787,0.9937049,0.11977698,0.99992496,0.9999429,0.9998691,0.99990845
247,0.9892034,0.95297426,0.19901767,0.99457943,0.9941314,0.9909128,0.9925711
248,0.9998061,0.99401027,0.11931449,0.9999333,0.9999495,0.99988186,0.9999173
249,0.9965023,0.9733432,0.1647857,0.99825376,0.99831146,0.9971587,0.9978415
250,0.9998185,0.9941923,0.11913508,0.99993867,0.9999536,0.99989,0.9999226
251,0.9997951,0.99384665,0.119519874,0.9999285,0.99994576,0.9998745,0.99991256
252,0.99987286,0.99524313,0.11918915,0.9999622,0.9999722,0.9999266,0.99994797
253,0.9998189,0.99422926,0.11905764,0.9999393,0.999954,0.9998901,0.99992275
254,0.97258246,0.9095459,0.25180042,0.98205394,0.9823021,0.975314,0.9796475
255,0.99982893,0.99441326,0.11888355,0.9999435,0.9999576,0.99989766,0.9999284
256,0.99981004,0.9940419,0.11931865,0.99993485,0.9999506,0.9998841,0.9999184
257,0.9997482,0.99308896,0.12094363,0.99990636,0.99992806,0.9998412,0.999889
258,0.99974066,0.9930672,0.12079589,0.9999058,0.9999253,0.9998319,0.9998807
259,0.9993284,0.98900056,0.12913068,0.9997275,0.99975485,0.9995032,0.99963444
260,0.9998354,0.9945066,0.118859656,0.9999462,0.99995965,0.9999018,0.9999309
261,0.9998078,0.99407244,0.11916575,0.99993527,0.9999502,0.9998812,0.9999162
262,0.999829,0.994426,0.118855864,0.9999444,0.99995756,0.999896,0.9999265
263,0.9701051,0.9125707,0.24773625,0.982707,0.98128587,0.9728345,0.9774769
264,0.999289,0.98813903,0.1322714,0.9996848,0.99973035,0.9994762,0.99962515
265,0.99986756,0.99511987,0.11907732,0.99996024,0.99997044,0.9999225,0.99994475
266,0.99987173,0.99521273,0.11915748,0.9999617,0.99997187,0.999926,0.9999474
267,0.99008125,0.9493394,0.20557642,0.9940055,0.99434227,0.9916825,0.99337786
268,0.99982285,0.99433535,0.11887722,0.99994224,0.99995553,0.9998912,0.99992293
269,0.9998813,0.995415,0.1195815,0.9999655,0.9999749,0.9999324,0.99995184
270,0.9956697,0.9721004,0.16519374,0.9980531,0.99793124,0.9966731,0.9972483
271,0.98909837,0.9518857,0.2018122,0.9943476,0.99398464,0.990957,0.99249417
272,0.9985482,0.9834227,0.14358357,0.9993369,0.99938524,0.99887556,0.9991627
273,0.9998784,0.9953575,0.11938111,0.99996406,0.999974,0.9999309,0.99995106
274,0.9995624,0.9911346,0.12416546,0.99983275,0.9998552,0.99969137,0.9997739
275,0.999385,0.9890468,0.13080435,0.9997316,0.9997751,0.99956083,0.9996834
276,0.99878377,0.9840608,0.14366929,0.9994019,0.99948484,0.9990844,0.9993277
277,0.9992943,0.9877015,0.13448854,0.99966246,0.99973047,0.9995005,0.9996481
278,0.9998103,0.99405116,0.119300656,0.99993503,0.9999507,0.99988437,0.99991864
279,0.99958915,0.99116194,0.12497483,0.99983555,0.99986356,0.9997147,0.9997955
280,0.99987954,0.9953803,0.119458295,0.99996465,0.99997437,0.99993145,0.9999513
281,0.99985784,0.99494606,0.11887604,0.9999566,0.99996734,0.9999158,0.99994
282,0.99980843,0.9940382,0.11929486,0.999935,0.99995,0.9998817,0.9999162
283,0.9987544,0.9839683,0.14371938,0.9993925,0.99947226,0.99905944,0.99930835
284,0.99839133,0.9824459,0.14593281,0.99925315,0.99930626,0.99874836,0.9990663
285,0.9807309,0.93450934,0.223379,0.9898447,0.98874307,0.9831318,0.98600686
286,0.9998739,0.99526334,0.11923233,0.9999626,0.9999726,0.9999273,0.9999484
287,0.9997854,0.99367094,0.11981879,0.9999248,0.9999417,0.9998653,0.99990463
288,0.9997335,0.9928572,0.12146367,0.99989915,0.9999223,0.99983054,0.99988127
289,0.9996555,0.99189675,0.12343566,0.9998645,0.9998915,0.9997699,0.9998372
290,0.99983925,0.9945824,0.118838236,0.99994844,0.99996096,0.99990326,0.99993145
291,0.99983275,0.994476,0.11884979,0.9999451,0.9999589,0.99990016,0.9999301
292,0.99799806,0.9810129,0.1478702,0.99911165,0.9991317,0.99848783,0.9988128
293,0.99474126,0.9676606,0.17517082,0.9973958,0.9973709,0.9957083,0.9966522
294,0.99976265,0.99336255,0.1202698,0.9999157,0.9999333,0.99984723,0.99989104
295,0.99846447,0.9824579,0.1468948,0.9992562,0.9993356,0.998829,0.9991306
296,0.9987826,0.9846862,0.14047201,0.99944645,0.99949396,0.99905545,0.99930406
297,0.9997656,0.99339384,0.120271675,0.9999151,0.99993503,0.99985373,0.9998982
298,0.99706215,0.97514117,0.16046225,0.9985091,0.998601,0.9975852,0.9982274
299,0.99980986,0.9940856,0.11920142,0.9999351,0.99995095,0.9998846,0.9999194
300,0.9997892,0.9937165,0.11957093,0.9999257,0.9999432,0.9998695,0.99990904
301,0.9887708,0.949052,0.20411292,0.993837,0.9937188,0.99030495,0.9923441
302,0.99475205,0.96770245,0.17508687,0.9974023,0.9973773,0.99571705,0.99665964
303,0.996801,0.975662,0.1595353,0.99851626,0.99851716,0.99754244,0.99805015
304,0.9941135,0.965393,0.17883246,0.9970395,0.9970073,0.99513227,0.99621683
305,0.9998648,0.9950794,0.11897646,0.9999591,0.9999696,0.99992096,0.9999439
306,0.9987969,0.98378617,0.14470565,0.99938875,0.9994846,0.9990968,0.99933934
307,0.9943005,0.9658813,0.17824973,0.9971211,0.99710715,0.99531364,0.99635106
308,0.9998213,0.99430877,0.11889817,0.9999415,0.999955,0.99989015,0.9999222
309,0.99975294,0.9931574,0.120806396,0.9999086,0.99992985,0.99984455,0.9998913
310,0.99982107,0.9943057,0.118900105,0.99994147,0.9999549,0.99988997,0.9999221
311,0.99977195,0.9934849,0.12008895,0.9999194,0.99993676,0.9998546,0.99989665
312,0.9997229,0.99272305,0.1217378,0.9998942,0.99991846,0.99982333,0.9998766
313,0.9998323,0.9944447,0.11890407,0.9999448,0.9999585,0.9998996,0.99992937
314,0.99981946,0.994279,0.1189198,0.99994075,0.99995434,0.99988884,0.9999213
315,0.99988055,0.99537903,0.11970456,0.9999656,0.99997467,0.9999314,0.9999504
316,0.9998595,0.9949788,0.11889506,0.99995726,0.9999679,0.99991685,0.99994075
317,0.99955547,0.99068433,0.12665313,0.99981374,0.9998496,0.9996957,0.999784
318,0.9998773,0.99532604,0.119391315,0.999964,0.99997365,0.99992955,0.9999498
